time,vehicles,speed,traffic
16:16:20,4,SLOW,LOW
16:16:21,4,SLOW,LOW
16:16:21,4,SLOW,LOW
16:16:21,4,SLOW,LOW
16:16:21,4,SLOW,LOW
16:16:22,4,SLOW,LOW
16:16:22,4,SLOW,LOW
16:16:22,4,SLOW,LOW
16:16:22,4,SLOW,LOW
16:16:22,4,SLOW,LOW
16:16:22,4,SLOW,LOW
16:16:22,4,SLOW,LOW
16:16:23,4,SLOW,LOW
16:16:23,4,SLOW,LOW
16:16:23,4,SLOW,LOW
16:16:23,4,SLOW,LOW
16:16:23,4,SLOW,LOW
16:16:23,4,SLOW,LOW
16:16:23,4,SLOW,LOW
16:16:24,4,SLOW,LOW
16:16:24,4,SLOW,LOW
16:16:24,4,SLOW,LOW
16:16:24,4,SLOW,LOW
16:16:24,5,SLOW,MEDIUM
16:16:24,5,SLOW,MEDIUM
16:16:25,5,SLOW,MEDIUM
16:16:25,5,SLOW,MEDIUM
16:16:25,4,SLOW,LOW
16:16:25,4,SLOW,LOW
16:16:25,4,SLOW,LOW
16:16:25,4,SLOW,LOW
16:16:25,4,SLOW,LOW
16:16:26,5,SLOW,MEDIUM
16:16:26,4,SLOW,LOW
16:16:26,4,SLOW,LOW
16:16:26,4,SLOW,LOW
16:16:26,4,SLOW,LOW
16:16:26,4,SLOW,LOW
16:16:26,4,SLOW,LOW
16:16:27,4,SLOW,LOW
16:16:27,4,SLOW,LOW
16:16:27,4,SLOW,LOW
16:16:27,4,SLOW,LOW
16:16:27,4,SLOW,LOW
16:16:27,3,SLOW,LOW
16:16:27,3,SLOW,LOW
16:16:27,4,SLOW,LOW
16:16:28,3,SLOW,LOW
16:16:28,4,SLOW,LOW
16:16:28,4,SLOW,LOW
16:16:28,4,SLOW,LOW
16:16:28,4,SLOW,LOW
16:16:28,3,SLOW,LOW
16:16:28,4,SLOW,LOW
16:16:28,3,SLOW,LOW
16:16:29,3,SLOW,LOW
16:16:29,4,SLOW,LOW
16:16:29,4,SLOW,LOW
16:16:29,4,SLOW,LOW
16:16:29,4,SLOW,LOW
16:16:29,5,SLOW,MEDIUM
16:16:29,5,SLOW,MEDIUM
16:16:29,4,SLOW,LOW
16:16:30,4,SLOW,LOW
16:16:30,4,SLOW,LOW
16:16:30,4,SLOW,LOW
16:16:30,4,SLOW,LOW
16:16:30,4,SLOW,LOW
16:16:30,5,SLOW,MEDIUM
16:16:30,4,SLOW,LOW
16:16:31,4,SLOW,LOW
16:16:31,4,SLOW,LOW
16:16:31,4,SLOW,LOW
16:16:31,4,SLOW,LOW
16:16:31,4,SLOW,LOW
16:16:31,4,SLOW,LOW
16:16:31,4,SLOW,LOW
16:16:31,4,SLOW,LOW
16:16:32,4,SLOW,LOW
16:16:32,4,SLOW,LOW
16:16:32,4,SLOW,LOW
16:16:32,4,SLOW,LOW
16:16:32,4,SLOW,LOW
16:16:32,4,SLOW,LOW
16:16:32,5,SLOW,MEDIUM
16:16:33,5,SLOW,MEDIUM
16:16:33,5,MEDIUM,MEDIUM
16:16:33,5,MEDIUM,MEDIUM
16:16:34,4,SLOW,LOW
16:16:34,6,SLOW,MEDIUM
16:16:34,5,SLOW,MEDIUM
16:16:34,5,SLOW,MEDIUM
16:16:34,4,SLOW,LOW
16:16:34,4,SLOW,LOW
16:16:35,5,SLOW,MEDIUM
16:16:35,5,SLOW,MEDIUM
16:16:35,5,SLOW,MEDIUM
16:16:35,5,SLOW,MEDIUM
16:16:35,5,SLOW,MEDIUM
16:16:35,5,SLOW,MEDIUM
16:16:36,5,SLOW,MEDIUM
16:16:36,5,SLOW,MEDIUM
16:16:36,6,SLOW,MEDIUM
16:16:36,6,SLOW,MEDIUM
16:16:36,5,SLOW,MEDIUM
16:16:36,5,SLOW,MEDIUM
16:16:36,5,SLOW,MEDIUM
16:16:36,5,SLOW,MEDIUM
16:16:37,5,SLOW,MEDIUM
16:16:37,5,SLOW,MEDIUM
16:16:37,5,SLOW,MEDIUM
16:16:37,5,SLOW,MEDIUM
16:16:37,5,SLOW,MEDIUM
16:16:37,5,SLOW,MEDIUM
16:16:37,5,SLOW,MEDIUM
16:16:37,5,SLOW,MEDIUM
16:16:38,5,SLOW,MEDIUM
16:16:38,5,SLOW,MEDIUM
16:16:38,5,SLOW,MEDIUM
16:16:38,5,SLOW,MEDIUM
16:16:38,5,SLOW,MEDIUM
16:16:38,5,SLOW,MEDIUM
16:16:38,5,SLOW,MEDIUM
16:16:38,5,SLOW,MEDIUM
16:16:38,5,SLOW,MEDIUM
16:16:39,5,SLOW,MEDIUM
16:16:39,5,SLOW,MEDIUM
16:16:39,5,SLOW,MEDIUM
16:16:39,5,SLOW,MEDIUM
16:16:39,5,SLOW,MEDIUM
16:16:39,5,SLOW,MEDIUM
16:16:39,5,SLOW,MEDIUM
16:16:39,5,SLOW,MEDIUM
16:16:40,5,SLOW,MEDIUM
16:16:40,5,SLOW,MEDIUM
16:16:40,5,SLOW,MEDIUM
16:16:40,5,SLOW,MEDIUM
16:16:40,5,SLOW,MEDIUM
16:16:40,5,SLOW,MEDIUM
16:16:40,5,SLOW,MEDIUM
16:16:40,5,SLOW,MEDIUM
16:16:40,5,SLOW,MEDIUM
16:16:41,5,SLOW,MEDIUM
16:16:41,5,SLOW,MEDIUM
16:16:41,5,SLOW,MEDIUM
16:16:41,5,SLOW,MEDIUM
16:16:41,6,SLOW,MEDIUM
16:16:41,6,SLOW,MEDIUM
16:16:41,6,SLOW,MEDIUM
16:16:41,6,SLOW,MEDIUM
16:16:42,6,SLOW,MEDIUM
16:16:42,6,SLOW,MEDIUM
16:16:42,6,SLOW,MEDIUM
16:16:42,6,SLOW,MEDIUM
16:16:42,6,SLOW,MEDIUM
16:16:42,6,SLOW,MEDIUM
16:16:42,6,SLOW,MEDIUM
16:16:42,6,SLOW,MEDIUM
16:16:43,6,SLOW,MEDIUM
16:16:43,6,SLOW,MEDIUM
16:16:43,6,SLOW,MEDIUM
16:16:43,6,SLOW,MEDIUM
16:16:43,6,SLOW,MEDIUM
16:16:43,6,SLOW,MEDIUM
16:16:43,6,SLOW,MEDIUM
16:16:44,6,SLOW,MEDIUM
16:16:44,6,SLOW,MEDIUM
16:16:44,6,SLOW,MEDIUM
16:16:44,6,SLOW,MEDIUM
16:16:44,6,SLOW,MEDIUM
16:16:44,6,SLOW,MEDIUM
16:16:44,6,SLOW,MEDIUM
16:16:44,6,SLOW,MEDIUM
16:16:45,6,SLOW,MEDIUM
16:16:45,6,SLOW,MEDIUM
16:16:45,6,SLOW,MEDIUM
16:16:45,6,SLOW,MEDIUM
16:16:45,6,SLOW,MEDIUM
16:16:45,6,SLOW,MEDIUM
16:16:45,6,SLOW,MEDIUM
16:16:45,6,SLOW,MEDIUM
16:16:45,6,SLOW,MEDIUM
16:16:46,7,SLOW,MEDIUM
16:16:46,5,SLOW,MEDIUM
16:16:46,5,SLOW,MEDIUM
16:16:46,5,SLOW,MEDIUM
16:16:46,6,SLOW,MEDIUM
16:16:46,7,SLOW,MEDIUM
16:16:46,7,FAST,MEDIUM
16:16:46,7,FAST,MEDIUM
16:16:46,7,SLOW,MEDIUM
16:16:47,7,SLOW,MEDIUM
16:16:47,7,SLOW,MEDIUM
16:16:47,5,SLOW,MEDIUM
16:16:47,5,SLOW,MEDIUM
16:16:47,6,SLOW,MEDIUM
16:16:47,7,SLOW,MEDIUM
16:16:47,7,SLOW,MEDIUM
16:16:47,6,SLOW,MEDIUM
16:16:47,6,SLOW,MEDIUM
16:16:48,7,SLOW,MEDIUM
16:16:48,7,SLOW,MEDIUM
16:16:48,5,SLOW,MEDIUM
16:16:48,7,SLOW,MEDIUM
16:16:48,7,SLOW,MEDIUM
16:16:48,8,SLOW,MEDIUM
16:16:48,7,SLOW,MEDIUM
16:16:48,8,SLOW,MEDIUM
16:16:48,8,SLOW,MEDIUM
16:16:49,8,SLOW,MEDIUM
16:16:49,8,FAST,MEDIUM
16:16:49,7,SLOW,MEDIUM
16:16:49,6,SLOW,MEDIUM
16:16:49,7,SLOW,MEDIUM
16:16:49,7,SLOW,MEDIUM
16:16:49,6,SLOW,MEDIUM
16:16:49,6,SLOW,MEDIUM
16:16:50,6,SLOW,MEDIUM
16:16:50,6,SLOW,MEDIUM
16:16:50,6,SLOW,MEDIUM
16:16:50,6,SLOW,MEDIUM
16:16:50,6,SLOW,MEDIUM
16:16:50,6,SLOW,MEDIUM
16:16:50,6,SLOW,MEDIUM
16:16:50,5,SLOW,MEDIUM
16:16:50,5,SLOW,MEDIUM
16:16:51,5,SLOW,MEDIUM
16:16:51,4,SLOW,LOW
16:16:51,6,SLOW,MEDIUM
16:16:51,5,SLOW,MEDIUM
16:16:51,3,SLOW,LOW
16:16:51,4,SLOW,LOW
16:16:51,4,SLOW,LOW
16:16:51,4,SLOW,LOW
16:16:51,5,SLOW,MEDIUM
16:16:51,5,SLOW,MEDIUM
16:16:52,5,SLOW,MEDIUM
16:16:52,5,SLOW,MEDIUM
16:16:52,5,SLOW,MEDIUM
16:16:52,5,SLOW,MEDIUM
16:16:52,5,SLOW,MEDIUM
16:16:52,5,SLOW,MEDIUM
16:16:52,4,SLOW,LOW
16:16:52,4,SLOW,LOW
16:16:53,4,SLOW,LOW
16:16:53,4,SLOW,LOW
16:16:53,4,SLOW,LOW
16:16:53,6,SLOW,MEDIUM
16:16:53,6,SLOW,MEDIUM
16:16:53,6,SLOW,MEDIUM
16:16:53,6,SLOW,MEDIUM
16:16:53,6,SLOW,MEDIUM
16:16:53,6,SLOW,MEDIUM
16:16:53,6,SLOW,MEDIUM
16:16:54,6,SLOW,MEDIUM
16:16:54,6,SLOW,MEDIUM
16:16:54,6,SLOW,MEDIUM
16:16:54,7,SLOW,MEDIUM
16:16:54,6,SLOW,MEDIUM
16:16:54,6,SLOW,MEDIUM
16:16:54,6,SLOW,MEDIUM
16:16:54,6,SLOW,MEDIUM
16:16:55,7,SLOW,MEDIUM
16:16:55,6,SLOW,MEDIUM
16:16:55,5,SLOW,MEDIUM
16:16:55,5,SLOW,MEDIUM
16:16:55,5,SLOW,MEDIUM
16:16:55,5,SLOW,MEDIUM
16:16:55,5,SLOW,MEDIUM
16:16:55,5,SLOW,MEDIUM
16:16:55,5,SLOW,MEDIUM
16:16:56,5,SLOW,MEDIUM
16:16:56,5,SLOW,MEDIUM
16:16:56,5,SLOW,MEDIUM
16:16:56,5,SLOW,MEDIUM
16:16:56,5,SLOW,MEDIUM
16:16:56,6,SLOW,MEDIUM
16:16:56,5,SLOW,MEDIUM
16:16:56,5,SLOW,MEDIUM
16:16:56,5,SLOW,MEDIUM
16:16:57,5,MEDIUM,MEDIUM
16:16:57,5,MEDIUM,MEDIUM
16:16:57,5,MEDIUM,MEDIUM
16:16:57,5,MEDIUM,MEDIUM
16:16:57,5,MEDIUM,MEDIUM
16:16:57,4,SLOW,LOW
16:16:57,5,SLOW,MEDIUM
16:16:57,5,MEDIUM,MEDIUM
16:16:57,5,MEDIUM,MEDIUM
16:16:58,5,MEDIUM,MEDIUM
16:16:58,6,SLOW,MEDIUM
16:16:58,6,MEDIUM,MEDIUM
16:16:58,5,SLOW,MEDIUM
16:16:58,5,MEDIUM,MEDIUM
16:16:58,5,MEDIUM,MEDIUM
16:16:58,5,FAST,MEDIUM
16:16:58,6,SLOW,MEDIUM
16:16:58,5,SLOW,MEDIUM
16:16:59,5,FAST,MEDIUM
16:16:59,6,SLOW,MEDIUM
16:16:59,6,FAST,MEDIUM
16:16:59,7,SLOW,MEDIUM
16:16:59,7,FAST,MEDIUM
16:16:59,5,SLOW,MEDIUM
16:16:59,7,SLOW,MEDIUM
16:16:59,7,FAST,MEDIUM
16:16:59,8,SLOW,MEDIUM
16:17:00,8,MEDIUM,MEDIUM
16:17:00,8,MEDIUM,MEDIUM
16:17:00,8,MEDIUM,MEDIUM
16:17:00,8,MEDIUM,MEDIUM
16:17:00,8,MEDIUM,MEDIUM
16:17:00,8,MEDIUM,MEDIUM
16:17:00,7,SLOW,MEDIUM
16:17:00,8,SLOW,MEDIUM
16:17:01,7,SLOW,MEDIUM
16:17:01,6,SLOW,MEDIUM
16:17:01,4,SLOW,LOW
16:17:01,7,SLOW,MEDIUM
16:17:01,6,SLOW,MEDIUM
16:17:01,5,SLOW,MEDIUM
16:17:01,3,SLOW,LOW
16:17:01,4,SLOW,LOW
16:17:01,6,SLOW,MEDIUM
16:17:02,6,SLOW,MEDIUM
16:17:02,6,SLOW,MEDIUM
16:17:02,5,SLOW,MEDIUM
16:17:02,5,SLOW,MEDIUM
16:17:02,3,SLOW,LOW
16:17:02,4,SLOW,LOW
16:17:02,4,SLOW,LOW
16:17:02,4,SLOW,LOW
16:17:02,4,SLOW,LOW
16:17:03,4,SLOW,LOW
16:17:03,6,SLOW,MEDIUM
16:17:03,4,SLOW,LOW
16:17:03,5,SLOW,MEDIUM
16:17:03,5,FAST,MEDIUM
16:17:03,5,SLOW,MEDIUM
16:17:03,4,SLOW,LOW
16:17:03,5,SLOW,MEDIUM
16:17:03,6,SLOW,MEDIUM
16:17:04,5,SLOW,MEDIUM
16:17:04,5,SLOW,MEDIUM
16:17:04,5,SLOW,MEDIUM
16:17:04,5,SLOW,MEDIUM
16:17:04,4,SLOW,LOW
16:17:04,5,SLOW,MEDIUM
16:17:04,5,SLOW,MEDIUM
16:17:04,5,SLOW,MEDIUM
16:17:05,4,SLOW,LOW
16:17:05,4,FAST,LOW
16:17:05,3,SLOW,LOW
16:17:05,3,SLOW,LOW
16:17:05,4,SLOW,LOW
16:17:05,3,SLOW,LOW
16:17:05,4,SLOW,LOW
16:17:05,4,FAST,LOW
16:17:05,3,SLOW,LOW
16:17:06,4,SLOW,LOW
16:17:06,3,SLOW,LOW
16:17:06,4,SLOW,LOW
16:17:06,4,SLOW,LOW
16:17:06,3,SLOW,LOW
16:17:06,4,SLOW,LOW
16:17:06,3,SLOW,LOW
16:17:06,3,SLOW,LOW
16:17:07,2,SLOW,LOW
16:17:07,3,SLOW,LOW
16:17:07,3,SLOW,LOW
16:17:07,3,SLOW,LOW
16:17:07,2,SLOW,LOW
16:17:07,3,SLOW,LOW
16:17:07,2,SLOW,LOW
16:17:07,2,SLOW,LOW
16:17:07,2,SLOW,LOW
16:17:08,2,SLOW,LOW
16:17:08,2,SLOW,LOW
16:17:08,3,SLOW,LOW
16:17:08,3,SLOW,LOW
16:17:08,2,SLOW,LOW
16:17:08,2,SLOW,LOW
16:17:08,2,SLOW,LOW
16:17:08,2,SLOW,LOW
16:17:08,3,SLOW,LOW
16:17:09,3,SLOW,LOW
16:17:09,2,SLOW,LOW
16:17:09,2,SLOW,LOW
16:17:09,2,SLOW,LOW
16:17:09,2,SLOW,LOW
16:17:09,2,SLOW,LOW
16:17:09,3,SLOW,LOW
16:17:09,2,SLOW,LOW
16:17:10,3,SLOW,LOW
16:17:10,3,SLOW,LOW
16:17:10,2,SLOW,LOW
16:17:10,2,SLOW,LOW
16:17:10,2,SLOW,LOW
16:17:10,2,SLOW,LOW
16:17:10,2,SLOW,LOW
16:17:10,2,SLOW,LOW
16:17:10,2,SLOW,LOW
16:17:11,2,SLOW,LOW
16:17:11,4,SLOW,LOW
16:17:11,2,SLOW,LOW
16:17:11,2,SLOW,LOW
16:17:11,2,SLOW,LOW
16:17:11,3,SLOW,LOW
16:17:11,2,SLOW,LOW
16:17:11,2,SLOW,LOW
16:17:11,2,SLOW,LOW
16:17:12,2,SLOW,LOW
16:17:12,3,SLOW,LOW
16:17:12,2,SLOW,LOW
16:17:12,2,SLOW,LOW
16:17:12,2,SLOW,LOW
16:17:12,2,SLOW,LOW
16:17:12,2,SLOW,LOW
16:17:12,2,SLOW,LOW
16:17:13,2,SLOW,LOW
16:17:13,2,SLOW,LOW
16:17:13,2,SLOW,LOW
16:17:13,2,SLOW,LOW
16:17:13,2,SLOW,LOW
16:17:13,2,SLOW,LOW
16:17:13,2,SLOW,LOW
16:17:13,3,SLOW,LOW
16:17:13,3,SLOW,LOW
16:17:14,2,SLOW,LOW
16:17:14,2,SLOW,LOW
16:17:14,2,SLOW,LOW
16:17:14,2,SLOW,LOW
16:17:14,3,SLOW,LOW
16:17:14,3,SLOW,LOW
16:17:14,3,SLOW,LOW
16:17:14,3,SLOW,LOW
16:17:14,2,SLOW,LOW
16:17:15,3,SLOW,LOW
16:17:15,3,SLOW,LOW
16:17:15,3,SLOW,LOW
16:17:15,3,SLOW,LOW
16:17:15,3,SLOW,LOW
16:17:15,3,SLOW,LOW
16:17:15,3,SLOW,LOW
16:17:15,3,SLOW,LOW
16:17:16,3,SLOW,LOW
16:17:16,3,SLOW,LOW
16:17:16,3,SLOW,LOW
16:17:16,3,SLOW,LOW
16:17:16,3,SLOW,LOW
16:17:16,3,SLOW,LOW
16:17:16,3,SLOW,LOW
16:17:16,3,SLOW,LOW
16:17:16,3,SLOW,LOW
16:17:17,3,SLOW,LOW
16:17:17,2,SLOW,LOW
16:17:17,3,SLOW,LOW
16:17:17,2,SLOW,LOW
16:17:17,3,SLOW,LOW
16:17:17,3,SLOW,LOW
16:17:17,3,SLOW,LOW
16:17:17,2,SLOW,LOW
16:17:17,2,SLOW,LOW
16:17:18,3,SLOW,LOW
16:17:18,2,SLOW,LOW
16:17:18,2,SLOW,LOW
16:17:18,2,SLOW,LOW
16:17:18,2,SLOW,LOW
16:17:18,2,SLOW,LOW
16:17:18,3,SLOW,LOW
16:17:18,3,FAST,LOW
16:17:19,3,SLOW,LOW
16:17:19,4,SLOW,LOW
16:17:19,6,SLOW,MEDIUM
16:17:19,6,MEDIUM,MEDIUM
16:17:19,5,SLOW,MEDIUM
16:17:19,7,SLOW,MEDIUM
16:17:19,6,SLOW,MEDIUM
16:17:19,6,MEDIUM,MEDIUM
16:17:19,6,MEDIUM,MEDIUM
16:17:20,6,FAST,MEDIUM
16:17:20,4,SLOW,LOW
16:17:20,5,SLOW,MEDIUM
16:17:20,7,SLOW,MEDIUM
16:17:20,6,SLOW,MEDIUM
16:17:20,7,SLOW,MEDIUM
16:17:20,7,FAST,MEDIUM
16:17:20,7,FAST,MEDIUM
16:17:21,8,SLOW,MEDIUM
16:17:21,8,FAST,MEDIUM
16:17:21,6,SLOW,MEDIUM
16:17:21,6,FAST,MEDIUM
16:17:21,6,MEDIUM,MEDIUM
16:17:21,6,MEDIUM,MEDIUM
16:17:21,6,MEDIUM,MEDIUM
16:17:21,6,MEDIUM,MEDIUM
16:17:22,4,SLOW,LOW
16:17:22,5,SLOW,MEDIUM
16:17:22,4,SLOW,LOW
16:17:22,5,SLOW,MEDIUM
16:17:22,5,FAST,MEDIUM
16:17:22,6,SLOW,MEDIUM
16:17:22,4,SLOW,LOW
16:17:22,5,SLOW,MEDIUM
16:17:22,6,SLOW,MEDIUM
16:17:23,6,FAST,MEDIUM
16:17:23,5,SLOW,MEDIUM
16:17:23,8,SLOW,MEDIUM
16:17:23,7,SLOW,MEDIUM
16:17:23,7,MEDIUM,MEDIUM
16:17:23,5,SLOW,MEDIUM
16:17:23,6,SLOW,MEDIUM
16:17:23,5,SLOW,MEDIUM
16:17:24,4,SLOW,LOW
16:17:24,4,FAST,LOW
16:17:24,6,SLOW,MEDIUM
16:17:24,5,SLOW,MEDIUM
16:17:24,4,SLOW,LOW
16:17:24,6,SLOW,MEDIUM
16:17:24,6,FAST,MEDIUM
16:17:24,5,SLOW,MEDIUM
16:17:24,5,SLOW,MEDIUM
16:17:25,7,SLOW,MEDIUM
16:17:25,7,FAST,MEDIUM
16:17:25,7,FAST,MEDIUM
16:17:25,5,SLOW,MEDIUM
16:17:25,6,SLOW,MEDIUM
16:17:25,6,FAST,MEDIUM
16:17:25,6,FAST,MEDIUM
16:17:25,6,MEDIUM,MEDIUM
16:17:25,6,MEDIUM,MEDIUM
16:17:26,4,SLOW,LOW
16:17:26,5,SLOW,MEDIUM
16:17:26,5,MEDIUM,MEDIUM
16:17:26,4,SLOW,LOW
16:17:26,4,SLOW,LOW
16:17:26,4,SLOW,LOW
16:17:26,6,SLOW,MEDIUM
16:17:26,5,SLOW,MEDIUM
16:17:27,6,SLOW,MEDIUM
16:17:27,6,SLOW,MEDIUM
16:17:27,7,SLOW,MEDIUM
16:17:27,6,SLOW,MEDIUM
16:17:27,6,SLOW,MEDIUM
16:17:27,6,SLOW,MEDIUM
16:17:27,7,SLOW,MEDIUM
16:17:27,7,MEDIUM,MEDIUM
16:17:28,5,SLOW,MEDIUM
16:17:28,5,SLOW,MEDIUM
16:17:28,5,SLOW,MEDIUM
16:17:28,5,SLOW,MEDIUM
16:17:28,5,SLOW,MEDIUM
16:17:28,6,SLOW,MEDIUM
16:17:28,5,SLOW,MEDIUM
16:17:28,5,FAST,MEDIUM
16:17:28,4,SLOW,LOW
16:17:29,5,SLOW,MEDIUM
16:17:29,6,SLOW,MEDIUM
16:17:29,4,SLOW,LOW
16:17:29,0,SLOW,LOW
16:17:29,2,SLOW,LOW
16:17:29,1,SLOW,LOW
16:17:29,1,SLOW,LOW
16:17:29,1,SLOW,LOW
16:17:29,2,SLOW,LOW
16:17:30,3,SLOW,LOW
16:17:30,2,SLOW,LOW
16:17:30,2,SLOW,LOW
16:17:30,2,SLOW,LOW
16:17:30,2,SLOW,LOW
16:17:30,2,SLOW,LOW
16:17:30,3,SLOW,LOW
16:17:30,3,SLOW,LOW
16:17:30,3,SLOW,LOW
16:17:31,4,SLOW,LOW
16:17:31,3,SLOW,LOW
16:17:31,4,SLOW,LOW
16:17:31,4,SLOW,LOW
16:17:31,4,FAST,LOW
16:17:31,5,SLOW,MEDIUM
16:17:31,5,MEDIUM,MEDIUM
16:17:31,5,MEDIUM,MEDIUM
16:17:32,5,MEDIUM,MEDIUM
16:17:32,5,MEDIUM,MEDIUM
16:17:32,5,MEDIUM,MEDIUM
16:17:32,4,SLOW,LOW
16:17:32,5,SLOW,MEDIUM
16:17:32,5,MEDIUM,MEDIUM
16:17:32,5,MEDIUM,MEDIUM
16:17:32,5,MEDIUM,MEDIUM
16:17:32,5,MEDIUM,MEDIUM
16:17:33,5,SLOW,MEDIUM
16:17:33,5,MEDIUM,MEDIUM
16:17:33,5,SLOW,MEDIUM
16:17:33,4,SLOW,LOW
16:17:33,5,SLOW,MEDIUM
16:17:33,5,MEDIUM,MEDIUM
16:17:33,5,SLOW,MEDIUM
16:17:33,5,SLOW,MEDIUM
16:17:33,5,SLOW,MEDIUM
16:17:34,5,SLOW,MEDIUM
16:17:34,5,SLOW,MEDIUM
16:17:34,5,SLOW,MEDIUM
16:17:34,5,SLOW,MEDIUM
16:17:34,5,SLOW,MEDIUM
16:17:34,5,SLOW,MEDIUM
16:17:34,5,SLOW,MEDIUM
16:17:34,5,SLOW,MEDIUM
16:17:34,5,SLOW,MEDIUM
16:17:35,5,SLOW,MEDIUM
16:17:35,5,SLOW,MEDIUM
16:17:35,5,SLOW,MEDIUM
16:17:35,5,SLOW,MEDIUM
16:17:35,5,SLOW,MEDIUM
16:17:35,5,SLOW,MEDIUM
16:17:35,5,SLOW,MEDIUM
16:17:35,5,SLOW,MEDIUM
16:17:35,5,SLOW,MEDIUM
16:17:36,6,SLOW,MEDIUM
16:17:36,6,SLOW,MEDIUM
16:17:36,6,SLOW,MEDIUM
16:17:36,6,SLOW,MEDIUM
16:17:36,6,SLOW,MEDIUM
16:17:36,5,SLOW,MEDIUM
16:17:36,5,SLOW,MEDIUM
16:17:36,6,SLOW,MEDIUM
16:17:36,6,SLOW,MEDIUM
16:17:37,5,SLOW,MEDIUM
16:17:37,5,SLOW,MEDIUM
16:17:37,5,SLOW,MEDIUM
16:17:37,6,SLOW,MEDIUM
16:17:37,6,SLOW,MEDIUM
16:17:37,6,SLOW,MEDIUM
16:17:37,5,SLOW,MEDIUM
16:17:37,5,SLOW,MEDIUM
16:17:37,5,SLOW,MEDIUM
16:17:38,5,SLOW,MEDIUM
16:17:38,5,SLOW,MEDIUM
16:17:38,5,SLOW,MEDIUM
16:17:38,5,FAST,MEDIUM
16:17:38,5,SLOW,MEDIUM
16:17:38,5,SLOW,MEDIUM
16:17:38,5,SLOW,MEDIUM
16:17:38,5,SLOW,MEDIUM
16:17:38,5,SLOW,MEDIUM
16:17:39,5,SLOW,MEDIUM
16:17:39,5,SLOW,MEDIUM
16:17:39,5,SLOW,MEDIUM
16:17:39,5,SLOW,MEDIUM
16:17:39,5,SLOW,MEDIUM
16:17:39,5,SLOW,MEDIUM
16:17:39,5,SLOW,MEDIUM
16:17:39,5,SLOW,MEDIUM
16:17:39,5,SLOW,MEDIUM
16:17:40,5,SLOW,MEDIUM
16:17:40,5,SLOW,MEDIUM
16:17:40,5,SLOW,MEDIUM
16:17:40,5,SLOW,MEDIUM
16:17:40,5,SLOW,MEDIUM
16:17:40,5,SLOW,MEDIUM
16:17:40,5,SLOW,MEDIUM
16:17:40,5,SLOW,MEDIUM
16:17:40,7,SLOW,MEDIUM
